Question,Ground Truth Answer,LLM Answer,Match,Relevant Documents,Non-Relevant Documents
What is the date of birth of Mohammed Bin Nawwaf Bin Abdulaziz's father?,16 August 1932,,False,"Terence D. Robinson( date of birth and death unknown) was a male wrestler who competed for England.
Brian Saunders( date of birth and death unknown) was a male weightlifter who competed for England.
Prince Turki Bin Mohammed Bin Nasser Bin Abdulaziz Al- Saud( Arabic: الأمي ر تركي بن محمد بن ناصر عبد العزيز آل سعود),( born on 1969, Riyadh Saudi Arabia) is a member of Saudi Royal Family House of Saud. Prince Turki is the eldest son of HRH Prince Mohammed Bin Nasser Bin Abdulaziz Al- Saud, Prince of Jizan.",
What is the place of birth of the director of film Encino Man?,"Albuquerque, New Mexico",Paul Montgomery Shore,False,"Kim Jung-man( born October 30, 1954) is a South Korean photographer.
Paul Montgomery Shore( born February 1, 1968) is an American actor, comedian and filmmaker best known for his roles in several comedy films in the 1990s. Shore began as a stand up comedian at the age of 17, before becoming an MTV VJ in 1989. This led to a starring role in comedy film"" Encino Man"" in 1992 which was a modest hit. Roles in other films followed, including"" Son in Law""( 1993) and"" Bio- Dome""( 1996).
Huh Young- man( born June 26, 1947) is a South Korean manhwa artist.",
"Which film has the director born later, Song Of The Open Road or Campaign Of Hate: Russia And Gay Propaganda?",Campaign Of Hate: Russia And Gay Propaganda,Sepideh Farsi,False,"Sepideh Farsi is an Iranian film director, born in Tehran in 1965.
Bars of Hate is a 1935 American crime film directed by Albert Herman.
Fred R. Krug is an American film and television producer- director born in Bern, Switzerland.",
"Which film has the director who died later, The Olsen Gang In Jutland or Pathala Bhairavi?",The Olsen Gang In Jutland,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film has the director who died later, The Olsen Gang In Jutland or Pathala Bhairavi?
Context: Erik Balling (29 November 1924 – 19 November 2005) was a Danish TV and film director. He created two of Denmark's most popular TV-series, ""Matador"" and ""Huset på Christianshavn"". His feature film ""Qivitoq"" (1956) was nominated for a Golden Palm at the 1957 Cannes Film Festival, and for an Oscar as Best Foreign Language Film. His 1962 film ""Den kære familie"" was entered into the 3rd Moscow International Film Festival. Together with Henning Bahs, he also created the hugely popular series of ""Olsen Gang"" feature films.
The Olsen Gang on the Track  is a 1975 Danish comedy film directed by Erik Balling and starring Ove Sprogøe. The film was the seventh in the ""Olsen-banden""-series.
Kadiri Venkata Reddy (1 July 1912 – 15 September 1972) was an Indian film director, writer, producer and production manager in Telugu cinema, known for his pioneering work in folklore, social and fantasy films. His film ""Donga Ramudu"" (1955) was archived in the curriculum of the Film and Television Institute of India. "" Patala Bhairavi"" got critical acclaim at India International Film Festival in 1952. He has garnered three National Film Awards.
Answer: [/INST]  Based on the information provided in the context, the director who died later is Erik Balling. Erik Balling was born on November 29, 1924, and died on November 19, 2005, which means he died later than Kadiri Venkata Reddy, who was born on July 1, 1912, and died on September 15, 1972. Therefore, the answer is (Erik Balling).",True,"The Olsen Gang on the Track  is a 1975 Danish comedy film directed by Erik Balling and starring Ove Sprogøe. The film was the seventh in the ""Olsen-banden""-series.
Kadiri Venkata Reddy (1 July 1912 – 15 September 1972) was an Indian film director, writer, producer and production manager in Telugu cinema, known for his pioneering work in folklore, social and fantasy films. His film ""Donga Ramudu"" (1955) was archived in the curriculum of the Film and Television Institute of India. "" Patala Bhairavi"" got critical acclaim at India International Film Festival in 1952. He has garnered three National Film Awards.
Erik Balling (29 November 1924 – 19 November 2005) was a Danish TV and film director. He created two of Denmark's most popular TV-series, ""Matador"" and ""Huset på Christianshavn"". His feature film ""Qivitoq"" (1956) was nominated for a Golden Palm at the 1957 Cannes Film Festival, and for an Oscar as Best Foreign Language Film. His 1962 film ""Den kære familie"" was entered into the 3rd Moscow International Film Festival. Together with Henning Bahs, he also created the hugely popular series of ""Olsen Gang"" feature films.",
Who is Marcus Aemilius Lepidus (Executed 39)'s father-in-law?,Germanicus,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Marcus Aemilius Lepidus (Executed 39)'s father-in-law?
Context: Junia, called Junia Secunda by modern historians to distinguish her from her sisters, was an ancient Roman woman who lived in the 1st century BC. She was married to the triumvir Marcus Aemilius Lepidus.
Marcus Aemilius Lepidus( died 216 BC) was the Roman consul for 232 BC, and according to Livy served again as"" suffect"" consul, possibly in 221. He also served at one time as augur. He died in 216. It was in Lepidus' honor that the first gladiatorial games("" munera"") were held, on the occasion of his death. He was survived by his three sons; Lucius, Quintus, and Marcus. The latter was most likely the Marcus Aemilius Lepidus who was a Roman consul and Pontifex Maximus in the early 2nd century BC.
Marcus Aemilius Lepidus( 120 BC – 77 BC) was a Roman statesman and general. After the death of Lucius Cornelius Sulla, he attempted to undermine the Sullan constitution and revive the"" populares"" faction. This brought him into conflict with the optimates whom Sulla had put back in power. In 77 BC, when he was recalled from his proconsulship of Gaul, he returned to Rome at the head of an army and an armed conflict erupted. Lepidus' forces were defeated in a battle near the Milvian Bridge and as a result his rebellion failed. He was the father of the triumvir Marcus Aemilius Lepidus and of one of the consuls for 50 BC Lucius Aemilius Lepidus Paullus.
Answer: [/INST]  Based on the information provided in the context, Marcus Aemilius Lepidus (died 39 BC)'s father-in-law is Lucius Cornelius Sulla.",False,"Marcus Aemilius Lepidus( died 216 BC) was the Roman consul for 232 BC, and according to Livy served again as"" suffect"" consul, possibly in 221. He also served at one time as augur. He died in 216. It was in Lepidus' honor that the first gladiatorial games("" munera"") were held, on the occasion of his death. He was survived by his three sons; Lucius, Quintus, and Marcus. The latter was most likely the Marcus Aemilius Lepidus who was a Roman consul and Pontifex Maximus in the early 2nd century BC.
Junia, called Junia Secunda by modern historians to distinguish her from her sisters, was an ancient Roman woman who lived in the 1st century BC. She was married to the triumvir Marcus Aemilius Lepidus.
Marcus Aemilius Lepidus( 120 BC – 77 BC) was a Roman statesman and general. After the death of Lucius Cornelius Sulla, he attempted to undermine the Sullan constitution and revive the"" populares"" faction. This brought him into conflict with the optimates whom Sulla had put back in power. In 77 BC, when he was recalled from his proconsulship of Gaul, he returned to Rome at the head of an army and an armed conflict erupted. Lepidus' forces were defeated in a battle near the Milvian Bridge and as a result his rebellion failed. He was the father of the triumvir Marcus Aemilius Lepidus and of one of the consuls for 50 BC Lucius Aemilius Lepidus Paullus.",
"Which film came out earlier, The Champion Of Pontresina or The Bulleteers?",The Champion Of Pontresina,The Bulleteers (1942),False,"The IIHF Super Cup was an ice hockey event played between each winner of the two main European club tournaments of the year. It was played between the champion of the European Hockey League against the champion of the IIHF European Cup in 1997. And between the champion of the European Hockey League against the champion of the IIHF Continental Cup the next three years.
The Bulleteers( 1942) is the fifth of seventeen animated Technicolor short films based upon the DC Comics character of Superman, originally created by Jerry Siegel and Joe Shuster. This animated short was created by the Fleischer Studios. The story runs about nine minutes and covers Superman's adventures as he defends the city against a villainous gang called"" The Bulleteers"", who are equipped with a bullet- shaped rocket car. It was originally released on March 26, 1942.
The Champion Of Champions is a 1972 Hong Kong film.",
Where was the place of burial of Kunigunde Of Poland's father?,Wawel Cathedral,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where was the place of burial of Kunigunde Of Poland's father?
Context: Kunigunde of Rapperswil( died in early 4th century AD) is a Christian saint. In Old High German her name means"" fighter for her clan"".
Kunigunde of Poland( c. 1298 – 9 April 1331) was a daughter of Władysław I the Elbow-high and his wife Jadwiga of Greater Poland. Her siblings included, Casimir III of Poland and Elisabeth, Queen of Hungary. She was a member of the House of Piast.
Kunigunde of Hohenstaufen or Kunigunde of Swabia (February/March 1202 – 13 September 1248) was the third daughter of Philip, Duke of Swabia and his wife, Irene Angelina.
Answer: [/INST]  Based on the information provided in the context, the place of burial of Kunigunde of Poland's father, Władysław I the Elbow-high, is not specified. The context only provides information about Kunigunde of Poland's family members and their relationships, but does not mention the burial place of her father. Therefore, the answer to the question is [No Information Available].",False,"Kunigunde of Hohenstaufen or Kunigunde of Swabia (February/March 1202 – 13 September 1248) was the third daughter of Philip, Duke of Swabia and his wife, Irene Angelina.
Kunigunde of Poland( c. 1298 – 9 April 1331) was a daughter of Władysław I the Elbow-high and his wife Jadwiga of Greater Poland. Her siblings included, Casimir III of Poland and Elisabeth, Queen of Hungary. She was a member of the House of Piast.
Kunigunde of Rapperswil( died in early 4th century AD) is a Christian saint. In Old High German her name means"" fighter for her clan"".",
Who is Charles Xiii Of Sweden's paternal grandfather?,"Christian August of Holstein-Gottorp, Prince of Eutin","[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Charles Xiii Of Sweden's paternal grandfather?
Context: Kaya Alp was, according to Ottoman tradition, the son of Kızıl Buğa and the father of Suleyman Shah, who was, in turn, the grandfather of Ertuğrul, and the great grandfather of the Ottoman Empire founder, Osman I.
Hans Michelsen( 1789 – 20 June 1859) was a Norwegian sculptor. He was born in Melhus; the son of farmer Michel Sørensen Hægstad and Abel Jonsdatter. He studied sculpture with Erik Gustaf Göthe in Stockholm from 1815, and from 1820 to 1826 with Bertel Thorvaldsen in Rome. Among his works are busts of Prime Minister Peder Anker, Charles XIII of Sweden, Charles XIV John of Sweden, Crown Prince Oscar and Thomas Angell.
Princess Sophia Albertina of Sweden (""Sophia Maria Lovisa Fredrika Albertina""; 8 October 1753 – 17 March 1829) was the last Princess-Abbess of Quedlinburg Abbey, and as such reigned as vassal monarch of the Holy Roman Empire. Sophia Albertina was the daughter of King Adolf Frederick of Sweden and Louisa Ulrika of Prussia. She was thus a princess of Sweden, a princess of Holstein-Gottorp and a sister to Gustav III of Sweden. She was a member of the Accademia di San Luca. When her brother Charles XIII of Sweden and the rest of the royal family also became Norwegian royalty in 1814, that did not include Sophia Albertina who then officially was called ""Royal Princess"" (of no country). She was given her two names as namesake of her two grandmothers: the Prussian Queen Sophia Dorothea of Hanover and Margravine Albertina Frederica of Baden-Durlach.
Answer: [/INST]  Based on the information provided in the context, Charles XIII of Sweden's paternal grandfather is Hans Michelsen.",False,"Princess Sophia Albertina of Sweden (""Sophia Maria Lovisa Fredrika Albertina""; 8 October 1753 – 17 March 1829) was the last Princess-Abbess of Quedlinburg Abbey, and as such reigned as vassal monarch of the Holy Roman Empire. Sophia Albertina was the daughter of King Adolf Frederick of Sweden and Louisa Ulrika of Prussia. She was thus a princess of Sweden, a princess of Holstein-Gottorp and a sister to Gustav III of Sweden. She was a member of the Accademia di San Luca. When her brother Charles XIII of Sweden and the rest of the royal family also became Norwegian royalty in 1814, that did not include Sophia Albertina who then officially was called ""Royal Princess"" (of no country). She was given her two names as namesake of her two grandmothers: the Prussian Queen Sophia Dorothea of Hanover and Margravine Albertina Frederica of Baden-Durlach.
Kaya Alp was, according to Ottoman tradition, the son of Kızıl Buğa and the father of Suleyman Shah, who was, in turn, the grandfather of Ertuğrul, and the great grandfather of the Ottoman Empire founder, Osman I.
Hans Michelsen( 1789 – 20 June 1859) was a Norwegian sculptor. He was born in Melhus; the son of farmer Michel Sørensen Hægstad and Abel Jonsdatter. He studied sculpture with Erik Gustaf Göthe in Stockholm from 1815, and from 1820 to 1826 with Bertel Thorvaldsen in Rome. Among his works are busts of Prime Minister Peder Anker, Charles XIII of Sweden, Charles XIV John of Sweden, Crown Prince Oscar and Thomas Angell.",
Which country the performer of song I Might Have Been Queen is from?,Swiss,,False,"Tina Turner (born Anna Mae Bullock, November 26, 1939) is an American-Swiss singer and actress. Originally from the United States, she became a Swiss citizen in 2013. Turner rose to prominence as part of the Ike & Tina Turner Revue before launching a successful career as a solo performer. One of the best-selling recording artists of all time, she has been referred to as The Queen of Rock 'n' Roll and has sold more than 200 million records worldwide. Turner is noted for her energetic stage presence, powerful vocals, and career longevity. Turner began her career in 1958 as a featured singer with Ike Turner's Kings of Rhythm, recording under the name ""Little Ann"" on ""Boxtop"". Her introduction to the public as Tina Turner began with the hit single ""A Fool in Love"" (1960), released by the Ike & Tina Turner Revue. She married Ike Turner in 1962. Success followed with a string of notable hits, including ""River Deep – Mountain High"" (1966), the Grammy-winning ""Proud Mary"" (1971), and ""Nutbush City Limits"" (1973). Raised a Baptist, she became an adherent of Nichiren Buddhism in 1973, crediting the spiritual chant of ""Nam Myoho Renge Kyo"" with helping her to endure during difficult times. Turner separated from Ike Turner in 1976, ending both their personal relationship and their musical partnership; the couple divorced in 1978. In her autobiography, ""I, Tina: My Life Story"" (1986), Turner revealed that Ike Turner had subjected her to domestic violence. In the 1980s, Turner launched a major comeback as a solo artist. The 1983 single ""Let's Stay Together"" was followed by the release of her fifth solo album, ""Private Dancer"" (1984), which became a worldwide success. The album contained the hit song ""What's Love Got to Do with It"" (1984). Turner won the Grammy Award for Record Of The Year for the single, and it became her first (and only) #1 hit in the United States. Turner's solo success continued throughout the 1980s and 1990s with multi-platinum albums and hit singles. Her U.S. Top 10 hits from this period include ""Better Be Good to Me"" (1984), ""Private Dancer"" (1984), ""We Don't Need Another Hero (Thunderdome)"" (1985), ""Typical Male"" (1986), and ""I Don't Wanna Fight"" (1993). In 1993, ""What's Love Got to Do with It"", a biographical film adapted from Turner's autobiography, was released along with an accompanying soundtrack album. Turner also achieved success as an actress in films such as the 1975 rock musical ""Tommy"", the 1985 action film ""Mad Max Beyond Thunderdome"", and the 1993 film ""Last Action Hero"". Turner has won 12 Grammy Awards; those awards include eight competitive awards, three Grammy Hall of Fame awards, and a Grammy Lifetime Achievement Award. "" Rolling Stone"" ranked Turner 63rd on its list of the 100 greatest artists of all time and 17th on its list of the 100 greatest singers of all time. Turner has her own stars on the Hollywood Walk of Fame and on the St. Louis Walk of Fame. She was inducted into the Rock and Roll Hall of Fame with Ike Turner in 1991 and is a 2005 recipient of the Kennedy Center Honors.
Morsgrisar is a song and singing game, of unknown origin( 1999). The word"" morsgris"", referring to a"" mother- bound and spoiled child"" are dated back to 1613, which may show how old the song might be.
Vi ere en Nation, vi med( English:"" We are a nation, we as well"") is a poem written by Norwegian poet Henrik Wergeland. Adapted as the lyrics of the Patriotic song Smaagutternes Nationalsang"",( English:"" National Song""), the text express a desire that Norwegian Constitution Day also should be a day for the children. The most commonly used melody for the song might have been written by French Classical- period composer, André Grétry, but this has not been confirmed.",
"Who is the maternal grandfather of Conan Ii, Duke Of Brittany?","Odo II, Count of Blois","[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is the maternal grandfather of Conan Ii, Duke Of Brittany?
Context: Françoise de Dinan( 1436- 1499), was a French heiress, courtier and educator. She was the governess of Anne of Brittany. She was the daughter and heir of Jacques de Dinan( d. 1444), lord of Beaumanoir and chamberlain at the court of Brittany, and Catherine de Rohan. Sh was also the heir of her paternal uncle Bertrand de Dinan( d. 1444), Marshall of Bretagne, Lord of Montafilant, Chateaubriant and Huguetières. She was abducted by and forced to marry Gilles of Brittany, brother of Francis I, Duke of Brittany and Peter II, Duke of Brittany, in 1444. She was widowed in 1450, when her spouse was imprisoned and died on the instigation of Arthur de Montauban, who wished to marry her. By the help of Françoise d'Amboise, she married Guy XIV de Laval in 1451. In 1488, she was appointed governess to Anne of Brittany and her sister Isabelle. She played an active role on the political marriage arrangements surrounding Anne. In 1494, she remarried the noble Jean de Proisy.
Margaret of Foix( French:"" Marguerite de Foix""; c. 1449 – 15 May 1487) was Duchess of Brittany from 1474 to 1486 by marriage to Francis II, Duke of Brittany.
Marie of Brittany( 1268–1339) was the daughter of John II, Duke of Brittany, and Beatrice of England. She is also known as Marie de Dreux.
Answer: [/INST]  Based on the information provided in the context, the maternal grandfather of Conan II, Duke of Brittany is:

Guy XIV de Laval (d. 1456)

Françoise de Dinan's second husband, Guy de Laval, was the maternal grandfather of Conan II, Duke of Brittany, as Françoise de Dinan was the mother of Conan II's mother, Margaret of Foix.",False,"Marie of Brittany( 1268–1339) was the daughter of John II, Duke of Brittany, and Beatrice of England. She is also known as Marie de Dreux.
Françoise de Dinan( 1436- 1499), was a French heiress, courtier and educator. She was the governess of Anne of Brittany. She was the daughter and heir of Jacques de Dinan( d. 1444), lord of Beaumanoir and chamberlain at the court of Brittany, and Catherine de Rohan. Sh was also the heir of her paternal uncle Bertrand de Dinan( d. 1444), Marshall of Bretagne, Lord of Montafilant, Chateaubriant and Huguetières. She was abducted by and forced to marry Gilles of Brittany, brother of Francis I, Duke of Brittany and Peter II, Duke of Brittany, in 1444. She was widowed in 1450, when her spouse was imprisoned and died on the instigation of Arthur de Montauban, who wished to marry her. By the help of Françoise d'Amboise, she married Guy XIV de Laval in 1451. In 1488, she was appointed governess to Anne of Brittany and her sister Isabelle. She played an active role on the political marriage arrangements surrounding Anne. In 1494, she remarried the noble Jean de Proisy.
Margaret of Foix( French:"" Marguerite de Foix""; c. 1449 – 15 May 1487) was Duchess of Brittany from 1474 to 1486 by marriage to Francis II, Duke of Brittany.",
Where was the wife of Pierre-Marie Gault De Saint-Germain born?,Warsaw,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where was the wife of Pierre-Marie Gault De Saint-Germain born?
Context: Anna Rajecka (c.1762, Warsaw – 1832, Paris), was a Polish portrait painter and pastellist. She was also known as Madame Gault de Saint-Germain.
Alexina"" Teeny"" Duchamp( January 6, 1906 – December 20, 1995) was the wife of Pierre Matisse, daughter- in- law of artist Henri Matisse, and second wife of artist and chess player Marcel Duchamp.
Joël Germain( born 7 December 1964) is a retired French football defender.
Answer: [/INST]  Based on the information provided in the context, the wife of Pierre-Marie Gault De Saint-Germain was born in Warsaw.

Therefore, the final answer is: Warsaw.",True,"Alexina"" Teeny"" Duchamp( January 6, 1906 – December 20, 1995) was the wife of Pierre Matisse, daughter- in- law of artist Henri Matisse, and second wife of artist and chess player Marcel Duchamp.
Anna Rajecka (c.1762, Warsaw – 1832, Paris), was a Polish portrait painter and pastellist. She was also known as Madame Gault de Saint-Germain.
Joël Germain( born 7 December 1964) is a retired French football defender.",
"Who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Who is Henri Ii, Duke Of Nemours's paternal grandfather?
Context: Maria of Brabant (1226–1256) was a daughter of Henry II, Duke of Brabant, and Maria of Swabia. She married Louis II, Duke of Bavaria, being the first of three wives.
Henri of Savoy( 2 November 157210 July 1632), called originally Marquis de Saint- Sorlin, was the son of Jacques of Savoy and Anna d' Este, the widow of François de Lorraine, Duke of Guise. He succeeded his brother Charles Emmanuel as Duke of Nemours. In 1588 he took the marquisate of Saluzzo from the French for his cousin, the Duke of Savoy. The princes of Guise, his half- brothers, induced him to join the League, and in 1591 he was made governor of Dauphiné in the name of that faction. He made his submission to Henry IV in 1596. After quarrelling with the duke of Savoy he withdrew to Burgundy and joined the Spaniards in their war against Savoy. After peace had been proclaimed on November 14, 1616, he retired to the French court. After his death, he was succeeded by his eldest son, Louis; on the death of Louis in 1641 by his second son Charles Amadeus; and on Charles's death in 1651 by his third son Henri. All three were the sons of his wife Anne de Lorraine( 1600 – 1638), daughter of Charles de Lorraine, Duke of Aumale.
Jean d'Armagnac, Duke of Nemours (1467–1500) was the son of Jacques d'Armagnac, Duke of Nemours and Louise of Anjou. His father's possessions were confiscated on his execution in 1477, but Jean was restored to Nemours and the family's other lands in 1484. He led a dissipated life, and his siblings sued him to prevent him from alienating the family lands to pay his debts. In 1489, he traded the viscounties of Carlat and Murat to Peter II, Duke of Bourbon for the county of l'Isle-Jourdain. He married Yolande de La Haye (d. 1517) in 1492, but had no children. He was succeeded by his brother Louis, Count of Guise.
Answer: [/INST]  Based on the information provided in the context, Henri II, Duke of Nemours's paternal grandfather is Jacques d'Armagnac, Duke of Nemours.",True,"Henri of Savoy( 2 November 157210 July 1632), called originally Marquis de Saint- Sorlin, was the son of Jacques of Savoy and Anna d' Este, the widow of François de Lorraine, Duke of Guise. He succeeded his brother Charles Emmanuel as Duke of Nemours. In 1588 he took the marquisate of Saluzzo from the French for his cousin, the Duke of Savoy. The princes of Guise, his half- brothers, induced him to join the League, and in 1591 he was made governor of Dauphiné in the name of that faction. He made his submission to Henry IV in 1596. After quarrelling with the duke of Savoy he withdrew to Burgundy and joined the Spaniards in their war against Savoy. After peace had been proclaimed on November 14, 1616, he retired to the French court. After his death, he was succeeded by his eldest son, Louis; on the death of Louis in 1641 by his second son Charles Amadeus; and on Charles's death in 1651 by his third son Henri. All three were the sons of his wife Anne de Lorraine( 1600 – 1638), daughter of Charles de Lorraine, Duke of Aumale.
Jean d'Armagnac, Duke of Nemours (1467–1500) was the son of Jacques d'Armagnac, Duke of Nemours and Louise of Anjou. His father's possessions were confiscated on his execution in 1477, but Jean was restored to Nemours and the family's other lands in 1484. He led a dissipated life, and his siblings sued him to prevent him from alienating the family lands to pay his debts. In 1489, he traded the viscounties of Carlat and Murat to Peter II, Duke of Bourbon for the county of l'Isle-Jourdain. He married Yolande de La Haye (d. 1517) in 1492, but had no children. He was succeeded by his brother Louis, Count of Guise.
Maria of Brabant (1226–1256) was a daughter of Henry II, Duke of Brabant, and Maria of Swabia. She married Louis II, Duke of Bavaria, being the first of three wives.",
"Which film whose director was born first, Gangster'S Boy or Torno A Vivere Da Solo?",Gangster'S Boy,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film whose director was born first, Gangster'S Boy or Torno A Vivere Da Solo?
Context: John Frederick' Chow' Hayes( 7 September 19117 May 1993) was a violent Australian criminal who became known as Australia's first gangster.
William Nigh( October 12, 1881 – November 27, 1955) was an American film director, writer, and actor. His film work sometimes lists him as either"" Will Nigh"" or"" William Nye"".
John William Joseph McMahon( 28 December 1917 – 8 May 2001) was an Australian- born first- class cricketer who played for Surrey and Somerset in England from 1947 to 1957.
Answer: [/INST]  Based on the information provided in the context, the film whose director was born first is ""Torno A Vivere Da Solo"".

William Nigh was born on October 12, 1881, while John Frederick Chow Hayes was born on September 7, 1911, and John William Joseph McMahon was born on December 28, 1917. Therefore, William Nigh was born first.",True,"John Frederick' Chow' Hayes( 7 September 19117 May 1993) was a violent Australian criminal who became known as Australia's first gangster.
William Nigh( October 12, 1881 – November 27, 1955) was an American film director, writer, and actor. His film work sometimes lists him as either"" Will Nigh"" or"" William Nye"".
John William Joseph McMahon( 28 December 1917 – 8 May 2001) was an Australian- born first- class cricketer who played for Surrey and Somerset in England from 1947 to 1957.",
"Which film was released more recently, Il Marchio Di Kriminal or Nandhi?",Nandhi,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Which film was released more recently, Il Marchio Di Kriminal or Nandhi?
Context: Nandhi is a 2011 Indian Tamil- language action masala film written and directed by Tamilvannan and produced by Dinesh Karthik. The film stars Akhil, Sanusha, and Singampuli. The music was composed by Bharathwaj with editing by V. T. Vijayan and cinematography by M. P. Ratheesh. The film was released on 11 February 2011.
The film was released in 1961 in Japan and was later released in the United States on television. In 1998, the film was featured on an episode of"" Mystery Science Theater 3000"".
Il marchio di Kriminal( The Mark of Kriminal) is a 1967 film. It is the follow- up to"" Kriminal""( 1966).
Answer: [/INST]  Based on the information provided in the context, the film that was released more recently is ""Nandhi"". The context states that ""Nandhi"" was released in 2011, while ""Il Marchio di Kriminal"" was released in 1967, which is more than 40 years ago. Therefore, the answer is ""Nandhi"".",True,"Il marchio di Kriminal( The Mark of Kriminal) is a 1967 film. It is the follow- up to"" Kriminal""( 1966).
The film was released in 1961 in Japan and was later released in the United States on television. In 1998, the film was featured on an episode of"" Mystery Science Theater 3000"".
Nandhi is a 2011 Indian Tamil- language action masala film written and directed by Tamilvannan and produced by Dinesh Karthik. The film stars Akhil, Sanusha, and Singampuli. The music was composed by Bharathwaj with editing by V. T. Vijayan and cinematography by M. P. Ratheesh. The film was released on 11 February 2011.",
Where did Sultan Walad's father die?,Konya,Sultan Bayezid II died before 1505.,False,"Gülbahar Hatun (1432 – 1492) was the consort of Sultan Mehmed II, and mother of Sultan Bayezid II of the Ottoman Empire and the grandmother of Selim I.
Emine Hatun  was the principal consort of Sultan Mehmed I of the Ottoman Empire. She was the mother of Sultan Murad II, and the grandmother of Sultan Mehmed II.
Gülbahar Hatun( 1453 – 1505), also known as Ayşe Hatun was a consort of Sultan Bayezid II and the mother of Sultan Selim I of the Ottoman Empire and the grandmother of Sultan Suleiman the Magnificent.",
Where was the director of film Mister Scarface born?,San Ferdinando di Puglia,"[/INST] Yes I will reason and generate the answer </s><s>[INST] Question: Where was the director of film Mister Scarface born?
Context: Mister Scarface (originally l Padroni della città, also known as Rulers of the City) is a 1976 Italian ""poliziottesco"" film directed by Fernando Di Leo and starring Jack Palance.
Jason Moore( born October 22, 1970) is an American director of film, theatre and television.
Brian Patrick Kennedy( born 5 November 1961) is an Irish- born art museum director who has worked in Ireland and Australia, and now lives and works in the United States. He is currently the director of the Peabody Essex Museum. He was the director of the Toledo Museum of Art in Ohio from 2010 to 2019. He was the director of the Hood Museum of Art from 2005 to 2010, and the National Gallery of Australia( Canberra) from 1997- 2004.
Answer: [/INST]  Based on the information provided in the context, the director of the film ""Mister Scarface"" was Fernando Di Leo, who was born in Italy.",False,"Mister Scarface (originally l Padroni della città, also known as Rulers of the City) is a 1976 Italian ""poliziottesco"" film directed by Fernando Di Leo and starring Jack Palance.
Jason Moore( born October 22, 1970) is an American director of film, theatre and television.
Brian Patrick Kennedy( born 5 November 1961) is an Irish- born art museum director who has worked in Ireland and Australia, and now lives and works in the United States. He is currently the director of the Peabody Essex Museum. He was the director of the Toledo Museum of Art in Ohio from 2010 to 2019. He was the director of the Hood Museum of Art from 2005 to 2010, and the National Gallery of Australia( Canberra) from 1997- 2004.",
